REPORTER COUNTRY,PARTNER COUNTRY,YEAR,IMPORT (US DOLLAR),EXPORT (US DOLLAR),GDP (NIGERIA),GDP (PARTNER),POPULATION (NIGERIA),POPULATION (PARTNER),DISTANCE,EXCHANGE RATE (NIGERIA),EXCHANGE RATE (PARTNER),LANDLOCKED,COMMON OFFICIAL LANGUAGE
NIGERIA,Turkey,2009,29781960,6940195,2.95E+11,6.49E+11,156595758,72225639,4239,148.88,1.55,0,0
NIGERIA,Turkey,2008,6307354,6916520,3.39E+11,7.70E+11,152382506,71320726,4239,118.57,1.3,0,0
NIGERIA,Turkey,2007,3472756,2303889,2.78E+11,6.81E+11,148294028,70468869,4239,125.81,1.3,0,0
NIGERIA,Turkey,2006,2257719,22941,2.38E+11,5.57E+11,144329764,69601333,4239,128.65,1.43,0,0
NIGERIA,Turkey,2005,,,1.76E+11,5.06E+11,140490722,68704715,4239,131.27,1.34,0,0
NIGERIA,Turkey,2004,,,1.36E+11,4.09E+11,136756848,67785075,4239,132.89,1.43,0,0
NIGERIA,Turkey,2003,129725,,1.05E+11,3.15E+11,133119801,66867327,4239,129.22,1.5,0,0
NIGERIA,Turkey,2002,2292993,,95054059303,2.40E+11,129583026,65988663,4239,120.58,1.51,0,0
NIGERIA,Turkey,2001,584716,,73557840064,2.02E+11,126152678,65072018,4239,111.23,1.23,0,0
NIGERIA,Turkey,2000,567037,,69171451627,2.74E+11,122851984,64113547,4239,101.7,0.63,0,0
NIGERIA,Turkey,1999,618530,,59145077039,2.56E+11,119695565,63185615,4239,92.34,0.42,0,0
NIGERIA,Turkey,1998,741546,,2.18E+11,2.76E+11,116690527,62242204,4239,21.89,0.26,0,0
NIGERIA,Turkey,1997,273286,,2.01E+11,1.90E+11,113791181,61277426,4239,21.89,0.15,0,0
NIGERIA,Turkey,1996,385709,,1.86E+11,1.81E+11,110956183,60293786,4239,21.88,0.08,0,0
NIGERIA,Ukraine,2021,501865964.8,67621.65,4.41E+11,2.00E+11,213401323,43531422,4840,401.15,27.29,0,0
NIGERIA,Ukraine,2020,14884809.6,159324.78,4.32E+11,1.57E+11,208327405,43909666,4840,358.81,26.96,0,0
NIGERIA,Ukraine,2019,74151844.55,,4.75E+11,1.54E+11,203304492,44211094,4840,306.92,25.85,0,0
NIGERIA,Ukraine,2018,31377435.43,54959.45,4.22E+11,1.31E+11,198387623,44446954,4840,306.08,27.2,0,0
NIGERIA,Ukraine,2017,45725936.77,,3.76E+11,1.12E+11,193495907,44657257,4840,305.79,26.6,0,0
NIGERIA,Ukraine,2016,25477784,,4.05E+11,93355869404,188666931,44833569,4840,253.49,25.55,0,0
NIGERIA,Ukraine,2015,9677483.83,,4.93E+11,91030967789,183995785,44982564,4840,192.44,21.84,0,0
NIGERIA,Ukraine,2014,12730180,,5.74E+11,1.34E+11,179379016,45148075,4840,158.55,11.89,0,0
NIGERIA,Ukraine,2013,14666973,418054,5.20E+11,1.90E+11,174726123,45307099,4840,157.31,7.99,0,0
NIGERIA,Ukraine,2012,2742673,,4.64E+11,1.83E+11,170075932,45406226,4840,157.5,7.99,0,0
NIGERIA,Ukraine,2011,1074520,,4.14E+11,1.69E+11,165463745,45516134,4840,153.86,7.97,0,0
NIGERIA,Ukraine,2010,2127024,,3.67E+11,1.41E+11,160952853,45683020,4840,150.3,7.94,0,0
NIGERIA,Ukraine,2009,16201174,,2.95E+11,1.22E+11,156595758,45863884,4840,148.88,7.79,0,0
NIGERIA,Ukraine,2008,958059,20117,3.39E+11,1.88E+11,152382506,46062937,4840,118.57,5.27,0,0
NIGERIA,Ukraine,2007,12270642,72144,2.78E+11,1.49E+11,148294028,46313068,4840,125.81,5.05,0,0
NIGERIA,Ukraine,2006,2192832,,2.38E+11,1.12E+11,144329764,46592556,4840,128.65,5.05,0,0
NIGERIA,Ukraine,2005,,,1.76E+11,89238865119,140490722,46912610,4840,131.27,5.12,0,0
NIGERIA,Ukraine,2004,,,1.36E+11,67220154164,136756848,47261961,4840,132.89,5.32,0,0
NIGERIA,Ukraine,2003,6879886,,1.05E+11,52010355753,133119801,47605643,4840,129.22,5.33,0,0
NIGERIA,Ukraine,2002,667507,,95054059303,43956163612,129583026,47976537,4840,120.58,5.33,0,0
NIGERIA,Ukraine,2001,97690,,73557840064,39309580983,126152678,48414534,4840,111.23,5.37,0,0
NIGERIA,Ukraine,2000,53896,,69171451627,32375083935,122851984,48879755,4840,101.7,5.44,0,0
NIGERIA,Ukraine,1999,381760,,59145077039,31580639554,119695565,49320119,4840,92.34,4.13,0,0
NIGERIA,Ukraine,1998,,,2.18E+11,41882523345,116690527,49745874,4840,21.89,2.45,0,0
NIGERIA,Ukraine,1997,,,2.01E+11,50151531592,113791181,50169353,4840,21.89,1.86,0,0
NIGERIA,Ukraine,1996,,,1.86E+11,44558831005,110956183,50616105,4840,21.88,1.83,0,0
NIGERIA,Untd Arab Em,2021,9579152.74,8410096.02,4.41E+11,4.15E+11,213401323,9365145,5058,401.15,3.67,0,0
NIGERIA,Untd Arab Em,2020,14077386.84,5308569.23,4.32E+11,3.49E+11,208327405,9287289,5058,358.81,3.67,0,0
NIGERIA,Untd Arab Em,2019,3650376.9,787391.33,4.75E+11,4.18E+11,203304492,9211657,5058,306.92,3.67,0,0
NIGERIA,Untd Arab Em,2018,5561709.35,3782352.89,4.22E+11,4.27E+11,198387623,9140169,5058,306.08,3.67,0,0
NIGERIA,Untd Arab Em,2017,8385544.88,635881.65,3.76E+11,3.91E+11,193495907,9068296,5058,305.79,3.67,0,0
NIGERIA,Untd Arab Em,2016,78978263,628956,4.05E+11,3.69E+11,188666931,8994263,5058,253.49,3.67,0,0
NIGERIA,Untd Arab Em,2015,54877726.9,11606582.12,4.93E+11,3.70E+11,183995785,8916899,5058,192.44,3.67,0,0
NIGERIA,Untd Arab Em,2014,59031798,5219225,5.74E+11,4.14E+11,179379016,8835951,5058,158.55,3.67,0,0
NIGERIA,Untd Arab Em,2013,35770714,72399093,5.20E+11,4.00E+11,174726123,8751847,5058,157.31,3.67,0,0
NIGERIA,Untd Arab Em,2012,61874052,8563242,4.64E+11,3.85E+11,170075932,8664969,5058,157.5,3.67,0,0
NIGERIA,Untd Arab Em,2011,140169600,3886422,4.14E+11,3.61E+11,165463745,8575205,5058,153.86,3.67,0,0
NIGERIA,Untd Arab Em,2010,148446212,2184805,3.67E+11,3.00E+11,160952853,8481771,5058,150.3,3.67,0,0
NIGERIA,Untd Arab Em,2009,63353483,2885908,2.95E+11,2.54E+11,156595758,7992644,5058,148.88,3.67,0,0
NIGERIA,Untd Arab Em,2008,70032092,4334467,3.39E+11,3.15E+11,152382506,6988685,5058,118.57,3.67,0,0
NIGERIA,Untd Arab Em,2007,176355765,386956,2.78E+11,2.58E+11,148294028,5872624,5058,125.81,3.67,0,0
NIGERIA,Untd Arab Em,2006,80519373,330,2.38E+11,2.22E+11,144329764,4898954,5058,128.65,3.67,0,0
NIGERIA,Untd Arab Em,2005,,,1.76E+11,1.81E+11,140490722,4280993,5058,131.27,3.67,0,0
NIGERIA,Untd Arab Em,2004,,,1.36E+11,1.48E+11,136756848,3993339,5058,132.89,3.67,0,0
NIGERIA,Untd Arab Em,2003,3082331,,1.05E+11,1.24E+11,133119801,3813443,5058,129.22,3.67,0,0
NIGERIA,Untd Arab Em,2002,4548426,,95054059303,1.10E+11,129583026,3633655,5058,120.58,3.67,0,0
NIGERIA,Untd Arab Em,2001,1832111,,73557840064,1.03E+11,126152678,3454198,5058,111.23,3.67,0,0
NIGERIA,Untd Arab Em,2000,342955,,69171451627,1.04E+11,122851984,3275333,5058,101.7,3.67,0,0
NIGERIA,Untd Arab Em,1999,2259095,,59145077039,84445473111,119695565,3097563,5058,92.34,3.67,0,0
NIGERIA,Untd Arab Em,1998,8294387,317759,2.18E+11,75674336283,116690527,2921130,5058,21.89,3.67,0,0
NIGERIA,Untd Arab Em,1997,6393726,,2.01E+11,78839008445,113791181,2746119,5058,21.89,3.67,0,0
NIGERIA,Untd Arab Em,1996,2619410,,1.86E+11,73571233996,110956183,2572735,5058,21.88,3.67,0,0
NIGERIA,Untd.Kingdom,2021,165004222.6,3342729.45,4.41E+11,3.14E+12,213401323,67281039,5245,401.15,0.73,0,1
NIGERIA,Untd.Kingdom,2020,288475164.5,1380877.66,4.32E+11,2.70E+12,208327405,67059474,5245,358.81,0.78,0,1
NIGERIA,Untd.Kingdom,2019,137643707.5,1103130.65,4.75E+11,2.85E+12,203304492,66778659,5245,306.92,0.78,0,1
NIGERIA,Untd.Kingdom,2018,108711000.5,10181808.14,4.22E+11,2.87E+12,198387623,66432993,5245,306.08,0.75,0,1
NIGERIA,Untd.Kingdom,2017,130687539.1,3872722.2,3.76E+11,2.68E+12,193495907,66064804,5245,305.79,0.78,0,1
NIGERIA,Untd.Kingdom,2016,115868447,10401679,4.05E+11,2.69E+12,188666931,65655203,5245,253.49,0.74,0,1
NIGERIA,Untd.Kingdom,2015,170790859.5,14020230.97,4.93E+11,2.93E+12,183995785,65224364,5245,192.44,0.65,0,1
NIGERIA,Untd.Kingdom,2014,179435124,37183491,5.74E+11,3.06E+12,179379016,64773504,5245,158.55,0.61,0,1
NIGERIA,Untd.Kingdom,2013,208477428,222237966,5.20E+11,2.78E+12,174726123,64302297,5245,157.31,0.64,0,1
NIGERIA,Untd.Kingdom,2012,151483515,554448419,4.64E+11,2.71E+12,170075932,63808727,5245,157.5,0.63,0,1
NIGERIA,Untd.Kingdom,2011,206173468,20960622,4.14E+11,2.66E+12,165463745,63286362,5245,153.86,0.62,0,1
NIGERIA,Untd.Kingdom,2010,46498695,13103605,3.67E+11,2.49E+12,160952853,62760039,5245,150.3,0.65,0,1
NIGERIA,Untd.Kingdom,2009,114556318,27013806,2.95E+11,2.41E+12,156595758,62243378,5245,148.88,0.64,0,1
NIGERIA,Untd.Kingdom,2008,66235257,28238344,3.39E+11,2.93E+12,152382506,61742151,5245,118.57,0.54,0,1
NIGERIA,Untd.Kingdom,2007,197515002,56749859,2.78E+11,3.09E+12,148294028,61260676,5245,125.81,0.5,0,1
NIGERIA,Untd.Kingdom,2006,422902292,1094995,2.38E+11,2.71E+12,144329764,60803700,5245,128.65,0.54,0,1
NIGERIA,Untd.Kingdom,2005,,,1.76E+11,2.54E+12,140490722,60383741,5245,131.27,0.55,0,1
NIGERIA,Untd.Kingdom,2004,,,1.36E+11,2.42E+12,136756848,59995851,5245,132.89,0.55,0,1
NIGERIA,Untd.Kingdom,2003,237659246,32559,1.05E+11,2.05E+12,133119801,59649799,5245,129.22,0.61,0,1
NIGERIA,Untd.Kingdom,2002,246996440,8434,95054059303,1.79E+12,129583026,59355690,5245,120.58,0.67,0,1
NIGERIA,Untd.Kingdom,2001,266900040,34312,73557840064,1.65E+12,126152678,59092016,5245,111.23,0.69,0,1
NIGERIA,Untd.Kingdom,2000,158867900,1380698,69171451627,1.67E+12,122851984,58850043,5245,101.7,0.66,0,1
NIGERIA,Untd.Kingdom,1999,66406168,19025448,59145077039,1.69E+12,119695565,58635202,5245,92.34,0.62,0,1
NIGERIA,Untd.Kingdom,1998,73938048,8525647,2.18E+11,1.65E+12,116690527,58438321,5245,21.89,0.6,0,1
NIGERIA,Untd.Kingdom,1997,67088160,4751755,2.01E+11,1.56E+12,113791181,58250198,5245,21.89,0.61,0,1
NIGERIA,Untd.Kingdom,1996,52972696,65931992,1.86E+11,1.42E+12,110956183,58078586,5245,21.88,0.64,0,1
NIGERIA,Uruguay,2021,6418646.53,319402.16,4.41E+11,61412268249,213401323,3426260,8232,401.15,43.55,0,0
NIGERIA,Uruguay,2020,12386517.97,,4.32E+11,53666908054,208327405,3429086,8232,358.81,42.01,0,0
NIGERIA,Uruguay,2019,8107711.02,367632,4.75E+11,62048585619,203304492,3428409,8232,306.92,35.26,0,0
NIGERIA,Uruguay,2018,10301992.22,302412.75,4.22E+11,65203071818,198387623,3427042,8232,306.08,30.73,0,0
NIGERIA,Uruguay,2017,7854342.15,,3.76E+11,65006047680,193495907,3422200,8232,305.79,28.68,0,0
NIGERIA,Uruguay,2016,4520807,814879,4.05E+11,57480788380,188666931,3413766,8232,253.49,30.16,0,0
NIGERIA,Uruguay,2015,28557527.58,347631.81,4.93E+11,57680327999,183995785,3402818,8232,192.44,27.33,0,0
NIGERIA,Uruguay,2014,27538025,798182,5.74E+11,61496186974,179379016,3391662,8232,158.55,23.25,0,0
NIGERIA,Uruguay,2013,39969499,1782391,5.20E+11,61337621934,174726123,3381180,8232,157.31,20.48,0,0
NIGERIA,Uruguay,2012,47249413,2073270,4.64E+11,54232266359,170075932,3371133,8232,157.5,20.31,0,0
NIGERIA,Uruguay,2011,48481395,6295958,4.14E+11,50342406067,165463745,3361637,8232,153.86,19.31,0,0
NIGERIA,Uruguay,2010,16412377,,3.67E+11,41950361212,160952853,3352651,8232,150.3,20.06,0,0
NIGERIA,Uruguay,2009,29659771,1487843,2.95E+11,32708319078,156595758,3344156,8232,148.88,22.57,0,0
NIGERIA,Uruguay,2008,27159567,289435,3.39E+11,31119602539,152382506,3336126,8232,118.57,20.95,0,0
NIGERIA,Uruguay,2007,18149952,89706,2.78E+11,23797773024,148294028,3328651,8232,125.81,23.47,0,0
NIGERIA,Uruguay,2006,10033529,,2.38E+11,19741420740,144329764,3322282,8232,128.65,24.07,0,0
NIGERIA,Uruguay,2005,,,1.76E+11,17362857684,140490722,3317665,8232,131.27,24.48,0,0
NIGERIA,Uruguay,2004,,,1.36E+11,13686329890,136756848,3313801,8232,132.89,28.7,0,0
NIGERIA,Uruguay,2003,2435254,,1.05E+11,12045638352,133119801,3310202,8232,129.22,28.21,0,0
NIGERIA,Uruguay,2002,3750031,,95054059303,13606515723,129583026,3306441,8232,120.58,21.26,0,0
NIGERIA,Uruguay,2001,498438,,73557840064,20898761742,126152678,3300939,8232,111.23,13.32,0,0
NIGERIA,Uruguay,2000,391823,,69171451627,22823270892,122851984,3292224,8232,101.7,12.1,0,0
NIGERIA,Uruguay,1999,60562,,59145077039,23983945191,119695565,3278963,8232,92.34,11.34,0,0
NIGERIA,Uruguay,1998,,,2.18E+11,25385886978,116690527,3262683,8232,21.89,10.47,0,0
NIGERIA,Uruguay,1997,,,2.01E+11,23969739234,113791181,3245069,8232,21.89,9.44,0,0
NIGERIA,Uruguay,1996,,,1.86E+11,20515458114,110956183,3226633,8232,21.88,7.97,0,0
NIGERIA,"USA,PR,USVI",2021,603055069,54530607.27,4.41E+11,2.33E+13,213401323,336997624,10661,401.15,1,0,1
NIGERIA,"USA,PR,USVI",2020,615324477,25577994.13,4.32E+11,2.11E+13,208327405,335942003,10661,358.81,1,0,1
NIGERIA,"USA,PR,USVI",2019,568866517.6,19368198.68,4.75E+11,2.14E+13,203304492,334319671,10661,306.92,1,0,1
NIGERIA,"USA,PR,USVI",2018,324099535,18599549.38,4.22E+11,2.05E+13,198387623,332140037,10661,306.08,1,0,1
NIGERIA,"USA,PR,USVI",2017,564883183.7,26338699.75,3.76E+11,1.95E+13,193495907,329791231,10661,305.79,1,0,1
NIGERIA,"USA,PR,USVI",2016,452395818,8057372,4.05E+11,1.87E+13,188666931,327210198,10661,253.49,1,0,1
NIGERIA,"USA,PR,USVI",2015,479096893.5,14190581.75,4.93E+11,1.82E+13,183995785,324607776,10661,192.44,1,0,1
NIGERIA,"USA,PR,USVI",2014,1043060242,103423348,5.74E+11,1.76E+13,179379016,322033964,10661,158.55,1,0,1
NIGERIA,"USA,PR,USVI",2013,1084421816,110501418,5.20E+11,1.68E+13,174726123,319375166,10661,157.31,1,0,1
NIGERIA,"USA,PR,USVI",2012,1273286688,1250687299,4.64E+11,1.63E+13,170075932,316651321,10661,157.5,1,0,1
NIGERIA,"USA,PR,USVI",2011,3074947047,58239240,4.14E+11,1.56E+13,165463745,313876608,10661,153.86,1,0,1
NIGERIA,"USA,PR,USVI",2010,1014423458,141306752,3.67E+11,1.50E+13,160952853,311182845,10661,150.3,1,0,1
NIGERIA,"USA,PR,USVI",2009,136280403,27439017,2.95E+11,1.45E+13,156595758,308512035,10661,148.88,1,0,1
NIGERIA,"USA,PR,USVI",2008,436541155,14811005,3.39E+11,1.48E+13,152382506,305694910,10661,118.57,1,0,1
NIGERIA,"USA,PR,USVI",2007,1741688542,41025954,2.78E+11,1.45E+13,148294028,302743399,10661,125.81,1,0,1
NIGERIA,"USA,PR,USVI",2006,1162289446,1495412,2.38E+11,1.38E+13,144329764,299753098,10661,128.65,1,0,1
NIGERIA,"USA,PR,USVI",2005,,,1.76E+11,1.30E+13,140490722,296842670,10661,131.27,1,0,1
NIGERIA,"USA,PR,USVI",2004,,,1.36E+11,1.22E+13,136756848,293947885,10661,132.89,1,0,1
NIGERIA,"USA,PR,USVI",2003,611348526,132556,1.05E+11,1.15E+13,133119801,291109820,10661,129.22,1,0,1
NIGERIA,"USA,PR,USVI",2002,323678037,7504,95054059303,1.09E+13,129583026,288350252,10661,120.58,1,0,1
NIGERIA,"USA,PR,USVI",2001,313279040,632702,73557840064,1.06E+13,126152678,285470493,10661,111.23,1,0,1
NIGERIA,"USA,PR,USVI",2000,225806516,713145,69171451627,1.03E+13,122851984,282398554,10661,101.7,1,0,1
NIGERIA,"USA,PR,USVI",1999,,,59145077039,9.63E+12,119695565,279181581,10661,92.34,1,0,1
NIGERIA,"USA,PR,USVI",1998,,,2.18E+11,9.06E+12,116690527,275835018,10661,21.89,1,0,1
NIGERIA,"USA,PR,USVI",1997,,,2.01E+11,8.58E+12,113791181,272395438,10661,21.89,1,0,1
NIGERIA,"USA,PR,USVI",1996,,,1.86E+11,8.07E+12,110956183,268984347,10661,21.88,1,0,1
NIGERIA,Viet Nam,2021,5929634.86,205693648.8,4.41E+11,3.66E+11,213401323,97468029,10796,401.15,23159.78,0,0
NIGERIA,Viet Nam,2020,4376868.55,91227938.11,4.32E+11,3.47E+11,208327405,96648685,10796,358.81,23208.37,0,0
NIGERIA,Viet Nam,2019,2849815.23,77938924.97,4.75E+11,3.34E+11,203304492,95776716,10796,306.92,23050.24,0,0
NIGERIA,Viet Nam,2018,4465214.84,146838446.2,4.22E+11,3.10E+11,198387623,94914330,10796,306.08,22602.05,0,0
NIGERIA,Viet Nam,2017,3633020.34,64261854.5,3.76E+11,2.81E+11,193495907,94033048,10796,305.79,22370.09,0,0
NIGERIA,Viet Nam,2016,2510785,22921691,4.05E+11,2.57E+11,188666931,93126529,10796,253.49,21935,0,0
NIGERIA,Viet Nam,2015,2531190.25,39456032.08,4.93E+11,2.39E+11,183995785,92191398,10796,192.44,21697.57,0,0
NIGERIA,Viet Nam,2014,4972980,65375706,5.74E+11,2.33E+11,179379016,91235504,10796,158.55,21148,0,0
NIGERIA,Viet Nam,2013,12352781,115318004,5.20E+11,2.14E+11,174726123,90267739,10796,157.31,20933.42,0,0
NIGERIA,Viet Nam,2012,34871244,55679051,4.64E+11,1.96E+11,170075932,89301326,10796,157.5,20828,0,0
NIGERIA,Viet Nam,2011,13477218,145289107,4.14E+11,1.73E+11,165463745,88349117,10796,153.86,20509.75,0,0
NIGERIA,Viet Nam,2010,5248552,157240644,3.67E+11,1.47E+11,160952853,87411012,10796,150.3,18612.92,0,0
NIGERIA,Viet Nam,2009,6829862,13220588,2.95E+11,1.06E+11,156595758,86482923,10796,148.88,17065.08,0,0
NIGERIA,Viet Nam,2008,2345659,26678534,3.39E+11,99130304099,152382506,85597241,10796,118.57,16302.25,0,0
NIGERIA,Viet Nam,2007,1048875,22202468,2.78E+11,77414425532,148294028,84762269,10796,125.81,16105.13,0,0
NIGERIA,Viet Nam,2006,437431,,2.38E+11,66371664817,144329764,83951800,10796,128.65,15994.25,0,0
NIGERIA,Viet Nam,2005,,,1.76E+11,57633255738,140490722,83142095,10796,131.27,15858.92,0,0
NIGERIA,Viet Nam,2004,,,1.36E+11,45427854693,136756848,82311227,10796,132.89,15746,0,0
NIGERIA,Viet Nam,2003,2256292,,1.05E+11,39552513232,133119801,81475825,10796,129.22,15509.58,0,0
NIGERIA,Viet Nam,2002,1909930,,95054059303,35064105501,129583026,80642308,10796,120.58,15279.5,0,0
NIGERIA,Viet Nam,2001,1686336,,73557840064,32685198809,126152678,79817777,10796,111.23,14725.17,0,0
NIGERIA,Viet Nam,2000,46228,,69171451627,31172518403,122851984,79001142,10796,101.7,14167.75,0,0
NIGERIA,Viet Nam,1999,,,59145077039,28683659007,119695565,78123713,10796,92.34,13943.17,0,0
NIGERIA,Viet Nam,1998,642612,499672,2.18E+11,27209602050,116690527,77128424,10796,21.89,13268,0,0
NIGERIA,Viet Nam,1997,,,2.01E+11,26843700442,113791181,76058603,10796,21.89,11683.33,0,0
NIGERIA,Viet Nam,1996,,,1.86E+11,24657470575,110956183,74946448,10796,21.88,11032.58,0,0
NIGERIA,Yemen,2021,,47130.12,4.41E+11,,213401323,,4386,401.15,1035.47,0,0
NIGERIA,Yemen,2020,,20534.47,4.32E+11,,208327405,,4386,358.81,743.01,0,0
NIGERIA,Yemen,2019,,34901.62,4.75E+11,,203304492,,4386,306.92,486.73,0,0
NIGERIA,Yemen,2018,,,4.22E+11,21606160784,198387623,,4386,306.08,214.89,0,0
NIGERIA,Yemen,2017,,,3.76E+11,26842228829,193495907,,4386,305.79,282.2,0,0
NIGERIA,Yemen,2016,,,4.05E+11,31317824943,188666931,,4386,253.49,283.9,0,0
NIGERIA,Yemen,2015,,4599338.47,4.93E+11,42444489522,183995785,,4386,192.44,230.83,0,0
NIGERIA,Yemen,2014,25997,98436,5.74E+11,43228585321,179379016,,4386,158.55,214.89,0,0
NIGERIA,Yemen,2013,,24278,5.20E+11,40415233436,174726123,,4386,157.31,214.89,0,0
NIGERIA,Yemen,2012,,,4.64E+11,      ,170075932,,4386,157.5,214.35,0,0
NIGERIA,Yemen,2011,90697,49147,4.14E+11,32726417878,165463745,,4386,153.86,213.8,0,0
NIGERIA,Yemen,2010,,,3.67E+11,30906749533,160952853,,4386,150.3,219.59,0,0
NIGERIA,Yemen,2009,,,2.95E+11,25130278213,156595758,,4386,148.88,202.85,0,0
NIGERIA,Yemen,2008,250719,,3.39E+11,26910855807,152382506,,4386,118.57,199.76,0,0
NIGERIA,Yemen,2007,1195351,,2.78E+11,21650528674,148294028,,4386,125.81,198.95,0,0
NIGERIA,Yemen,2006,175808,,2.38E+11,19063143370,144329764,,4386,128.65,197.05,0,0
NIGERIA,Yemen,2005,,,1.76E+11,16731566717,140490722,,4386,131.27,191.51,0,0
NIGERIA,Yemen,2004,,,1.36E+11,13867634371,136756848,,4386,132.89,184.78,0,0
NIGERIA,Yemen,2003,45927,,1.05E+11,11777532662,133119801,,4386,129.22,183.45,0,0
NIGERIA,Yemen,2002,10511,,95054059303,10693430511,129583026,,4386,120.58,175.63,0,0
NIGERIA,Yemen,2001,2396261,,73557840064,9852990693,126152678,,4386,111.23,168.67,0,0
NIGERIA,Yemen,2000,13337,,69171451627,9679316770,122851984,,4386,101.7,161.72,0,0
NIGERIA,Yemen,1999,19189,1320,59145077039,7639325296,119695565,,4386,92.34,155.72,0,0
NIGERIA,Yemen,1998,39910,,2.18E+11,6322175566,116690527,,4386,21.89,135.88,0,0
NIGERIA,Yemen,1997,,,2.01E+11,6838298531,113791181,,4386,21.89,129.28,0,0
NIGERIA,Yemen,1996,97941,,1.86E+11,6496163616,110956183,,4386,21.88,94.16,0,0
